,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,Year
42,41,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,.384,.322,.630,11.1,3.3,1.0,1.4,-0.3,-.010,-5.1,-1.2,2011
43,42,42,IND,Dāvis Bertāns,,7,432,7872,3371,1098,413,.425,.398,.860,18.2,7.8,2.5,1.0,17.8,.108,0.3,4.6,2011
44,43,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,.382,.294,.703,14.8,3.9,1.8,1.4,0.4,.040,-2.5,-0.1,2011
45,44,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,.434,.182,.754,12.1,3.7,0.9,1.9,0.5,.017,-4.5,-0.8,2011
46,45,45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,.438,.347,.629,11.8,3.5,3.0,0.3,2.1,.116,-0.4,0.4,2011
47,46,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,.393,.345,.875,9.7,4.0,0.7,0.5,0.0,.003,-5.0,-0.3,2011
48,47,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,.357,,.444,4.5,1.4,0.9,0.5,0.1,.060,-0.3,0.0,2011
49,48,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,.000,,,3.0,0.0,1.0,0.0,0.0,-.005,-7.7,0.0,2011
50,49,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,.330,.143,.720,7.8,2.2,0.5,0.9,-0.7,-.113,-9.5,-0.6,2011
51,50,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,.471,.133,.682,17.8,4.8,4.8,1.0,13.8,.096,-2.1,-0.1,2011
52,51,51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,,2011
53,52,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,.543,,.571,5.9,2.0,1.5,0.2,0.5,.161,1.2,0.1,2011
54,53,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,.402,.352,.549,10.8,2.0,1.4,0.7,1.6,.040,-2.2,-0.1,2011
55,54,54,CLE,Milan Mačvan,,,,,,,,,,,,,,,,,,,2011
56,55,55,BOS,E'Twaun Moore,Purdue,10,598,12564,4743,1208,1055,.455,.388,.742,21.0,7.9,2.0,1.8,14.8,.057,-1.9,0.2,2011
57,56,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,,2011
58,57,57,DAL,Tanguy Ngombo,,,,,,,,,,,,,,,,,,,2011
59,58,58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,,2011
60,59,59,SAS,Ádám Hanga,,,,,,,,,,,,,,,,,,,2011
61,60,60,SAC,Isaiah Thomas,Washington,11,550,15563,9715,1321,2638,.434,.362,.872,28.3,17.7,2.4,4.8,45.3,.140,2.1,16.1,2011
0,1,1,NOH,Anthony Davis,Kentucky,11,660,22709,15841,6865,1562,.519,.300,.793,34.4,24.0,10.4,2.4,100.3,.212,6.1,46.1,2012
1,2,2,CHA,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,.474,.272,.715,24.6,8.4,5.4,1.2,21.0,.092,-1.8,0.6,2012
2,3,3,WAS,Bradley Beal,Florida,11,695,24091,15391,2837,2972,.460,.372,.823,34.7,22.1,4.1,4.3,52.2,.104,1.7,22.6,2012
3,4,4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,.412,.346,.694,28.2,13.1,2.6,2.8,8.8,.036,-2.1,-0.4,2012
4,5,5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,.470,.000,.505,13.4,4.9,4.8,0.6,4.6,.053,-3.5,-1.6,2012
5,6,6,POR,Damian Lillard,Weber State,11,769,27942,19376,3253,5151,.439,.372,.895,36.3,25.2,4.2,6.7,103.1,.177,4.9,48.6,2012
6,7,7,GSW,Harrison Barnes,UNC,11,829,26425,11796,4183,1504,.455,.378,.811,31.9,14.2,5.0,1.8,51.4,.093,-0.8,7.8,2012
7,8,8,TOR,Terrence Ross,Washington,11,733,17956,8047,2061,936,.418,.362,.837,24.5,11.0,2.8,1.3,25.0,.067,-1.0,4.5,2012
8,9,9,DET,Andre Drummond,UConn,11,785,22118,10337,9963,1036,.542,.128,.475,28.2,13.2,12.7,1.3,70.5,.153,1.2,18.0,2012
9,10,10,NOH,Austin Rivers,Duke,11,707,16858,5996,1442,1513,.419,.349,.653,23.8,8.5,2.0,2.1,15.2,.043,-3.1,-4.5,2012
10,11,11,POR,Meyers Leonard,Illinois,10,456,7272,2545,1771,396,.482,.390,.812,15.9,5.6,3.9,0.9,15.8,.104,-1.5,1.0,2012
11,12,12,HOU,Jeremy Lamb,UConn,10,573,11896,5805,2073,904,.439,.342,.857,20.8,10.1,3.6,1.6,26.8,.108,0.6,7.9,2012
12,13,13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,.399,.370,.611,19.3,5.0,1.6,4.9,1.0,.015,-3.5,-1.1,2012
13,14,14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,.540,.250,.568,19.7,7.6,5.3,1.1,20.7,.113,-0.5,3.4,2012
14,15,15,PHI,Maurice Harkless,St. John's,10,621,14019,4259,2198,572,.474,.320,.624,22.6,6.9,3.5,0.9,23.0,.079,-0.8,4.1,2012
15,16,16,HOU,Royce White,Iowa State,1,3,9,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,-.121,-16.9,0.0,2012
16,17,17,DAL,Tyler Zeller,UNC,8,414,7254,2873,1820,367,.508,.286,.764,17.5,6.9,4.4,0.9,17.1,.113,-2.0,0.0,2012
17,18,18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,.501,.297,.621,23.8,10.4,5.7,1.0,14.7,.127,0.5,3.6,2012
18,19,19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,.467,.321,.773,14.3,6.0,3.0,0.4,3.8,.045,-3.6,-1.6,2012
19,20,20,DEN,Evan Fournier,,11,672,18934,9387,1820,1711,.443,.379,.799,28.2,14.0,2.7,2.5,30.6,.078,-1.0,4.7,2012
20,21,21,BOS,Jared Sullinger,Ohio State,5,269,6532,2893,2006,477,.436,.272,.723,24.3,10.8,7.5,1.8,15.3,.113,-0.4,2.7,2012
21,22,22,BOS,Fab Melo,Syracuse,1,6,36,7,3,0,.500,,.250,6.0,1.2,0.5,0.0,0.0,.021,-7.6,-0.1,2012
22,23,23,ATL,John Jenkins,Vanderbilt,6,171,2183,855,250,138,.441,.367,.847,12.8,5.0,1.5,0.8,3.0,.065,-1.9,0.1,2012
23,24,24,CLE,Jared Cunningham,Oregon State,4,84,605,197,56,39,.347,.306,.674,7.2,2.3,0.7,0.5,0.2,.017,-5.7,-0.6,2012
24,25,25,MEM,Tony Wroten,Washington,4,145,3076,1604,363,437,.413,.231,.647,21.2,11.1,2.5,3.0,-1.3,-.021,-3.4,-1.1,2012
25,26,26,IND,Miles Plumlee,Duke,7,346,5658,1697,1562,178,.542,,.543,16.4,4.9,4.5,0.5,10.6,.090,-1.9,0.2,2012
26,27,27,MIA,Arnett Moultrie,Mississippi State,2,59,729,210,180,12,.547,,.667,12.4,3.6,3.1,0.2,1.7,.113,-2.8,-0.1,2012
27,28,28,OKC,Perry Jones,Baylor,3,143,1675,488,252,54,.420,.293,.660,11.7,3.4,1.8,0.4,1.7,.048,-3.5,-0.6,2012
28,29,29,CHI,Marquis Teague,Kentucky,3,91,909,217,90,134,.343,.222,.661,10.0,2.4,1.0,1.5,-0.9,-.045,-6.5,-1.0,2012
29,30,30,GSW,Festus Ezeli,Vanderbilt,3,170,2394,712,725,63,.513,,.557,14.1,4.2,4.3,0.4,5.9,.119,-2.0,0.0,2012
30,,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2012
31,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2012
32,31,31,CHA,Jeff Taylor,Vanderbilt,3,132,2566,807,263,107,.409,.319,.665,19.4,6.1,2.0,0.8,1.3,.024,-4.2,-1.5,2012
33,32,32,WAS,Tomáš Satoranský,,6,388,8617,2676,1117,1586,.468,.354,.820,22.2,6.9,2.9,4.1,17.9,.100,-0.9,2.4,2012
34,33,33,CLE,Bernard James,Florida State,3,92,761,203,212,13,.497,.000,.680,8.3,2.2,2.3,0.1,1.9,.117,-1.8,0.0,2012
35,34,34,CLE,Jae Crowder,Marquette,11,753,18902,7180,3210,1209,.418,.348,.778,25.1,9.5,4.3,1.6,41.3,.105,0.3,11.1,2012
36,35,35,GSW,Draymond Green,Michigan State,11,758,21809,6577,5276,4233,.449,.314,.712,28.8,8.7,7.0,5.6,57.4,.126,2.5,24.7,2012
37,36,36,SAC,Orlando Johnson,UC Santa Barbara,3,103,1112,329,180,69,.358,.311,.727,10.8,3.2,1.7,0.7,1.4,.059,-2.4,-0.1,2012
38,37,37,TOR,Quincy Acy,Baylor,7,337,5392,1642,1179,217,.444,.350,.759,16.0,4.9,3.5,0.6,8.7,.078,-2.0,-0.1,2012
39,38,38,DEN,Quincy Miller,Baylor,3,69,934,295,169,37,.350,.292,.706,13.5,4.3,2.4,0.5,-0.1,-.003,-3.9,-0.5,2012
40,39,39,DET,Khris Middleton,Texas A&M,11,684,21493,11633,3306,2624,.457,.388,.882,31.4,17.0,4.8,3.8,52.5,.117,0.7,14.9,2012
41,40,40,POR,Will Barton,Memphis,11,679,17116,7625,2792,1817,.430,.355,.787,25.2,11.2,4.1,2.7,26.5,.074,-0.4,6.9,2012
42,41,41,POR,Tyshawn Taylor,Kansas,2,61,491,174,33,57,.354,.360,.684,8.0,2.9,0.5,0.9,-0.9,-.088,-8.1,-0.8,2012
43,42,42,MIL,Doron Lamb,Kentucky,2,100,1272,345,95,75,.381,.394,.700,12.7,3.5,1.0,0.8,0.1,.005,-5.8,-1.2,2012
44,43,43,ATL,Mike Scott,Virginia,9,555,9182,3736,1727,499,.453,.362,.757,16.5,6.7,3.1,0.9,16.8,.088,-1.7,0.6,2012
45,44,44,DET,Kim English,Missouri,1,41,407,119,37,26,.375,.280,.724,9.9,2.9,0.9,0.6,0.2,.021,-4.2,-0.2,2012
46,45,45,PHI,Justin Hamilton,LSU,3,113,1961,687,403,91,.464,.309,.798,17.4,6.1,3.6,0.8,3.7,.091,-0.9,0.5,2012
47,46,46,NOH,Darius Miller,Kentucky,6,271,5358,1597,447,367,.419,.383,.840,19.8,5.9,1.6,1.4,6.5,.059,-2.3,-0.4,2012
48,47,47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,.250,.200,,3.1,0.9,0.2,0.1,-0.3,-.272,-16.8,-0.2,2012
49,48,48,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,.354,.297,.688,15.8,3.6,2.3,1.5,0.3,.015,-2.7,-0.2,2012
50,49,49,ORL,Kyle O'Quinn,Norfolk State,8,472,6714,2568,2166,643,.517,.218,.740,14.2,5.4,4.6,1.4,17.8,.128,0.9,5.0,2012
51,50,50,DEN,İzzet Türkyılmaz,,,,,,,,,,,,,,,,,,,2012
52,51,51,BOS,Kris Joseph,Syracuse,1,10,54,9,7,1,.143,.000,.625,5.4,0.9,0.7,0.1,-0.1,-.127,-9.9,-0.1,2012
53,52,52,GSW,Ognjen Kuzmić,,2,37,164,35,38,8,.520,,.600,4.4,0.9,1.0,0.2,0.2,.061,-5.6,-0.2,2012
54,53,53,LAC,Furkan Aldemir,,1,41,540,93,176,28,.513,.000,.481,13.2,2.3,4.3,0.7,1.4,.122,-3.6,-0.2,2012
55,54,54,PHI,Tornike Shengelia,,2,45,247,59,39,17,.451,.125,.500,5.5,1.3,0.9,0.4,-0.2,-.032,-7.0,-0.3,2012
56,55,55,DAL,Darius Johnson-Odom,Marquette,2,7,21,0,6,2,.000,.000,.000,3.0,0.0,0.9,0.3,-0.3,-.597,-25.5,-0.1,2012
57,56,56,TOR,Tomislav Zubčić,,,,,,,,,,,,,,,,,,,2012
58,57,57,NJN,İlkan Karaman,,,,,,,,,,,,,,,,,,,2012
59,58,58,MIN,Robbie Hummel,Purdue,2,98,1397,379,266,50,.418,.343,.867,14.3,3.9,2.7,0.5,1.9,.066,-3.1,-0.4,2012
60,59,59,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,,,,,2012
61,60,60,LAL,Robert Sacre,Gonzaga,4,189,2745,787,593,126,.436,.000,.671,14.5,4.2,3.1,0.7,2.4,.042,-4.0,-1.4,2012
0,1,1,CLE,Anthony Bennett,UNLV,4,151,1905,658,472,77,.392,.261,.670,12.6,4.4,3.1,0.5,0.5,.013,-4.8,-1.3,2013
1,2,2,ORL,Victor Oladipo,Indiana,10,504,16247,8503,2245,1970,.436,.347,.788,32.2,16.9,4.5,3.9,25.6,.076,0.7,11.0,2013
2,3,3,WAS,Otto Porter Jr.,Georgetown,10,512,13226,5380,2570,775,.478,.397,.797,25.8,10.5,5.0,1.5,36.5,.132,1.8,12.6,2013
3,4,4,CHA,Cody Zeller,Indiana,10,509,11190,4300,3013,701,.522,.218,.730,22.0,8.4,5.9,1.4,32.7,.140,-0.6,4.0,2013
4,5,5,PHO,Alex Len,Maryland,10,596,10930,4414,3401,501,.507,.327,.683,18.3,7.4,5.7,0.8,21.9,.096,-1.9,0.2,2013
5,6,6,NOH,Nerlens Noel,Kentucky,9,467,10281,3338,2835,501,.546,.200,.655,22.0,7.1,6.1,1.1,28.3,.132,0.9,7.4,2013
6,7,7,SAC,Ben McLemore,Kansas,9,556,12534,5015,1269,563,.414,.363,.780,22.5,9.0,2.3,1.0,9.0,.035,-3.1,-3.4,2013
7,8,8,DET,Kentavious Caldwell-Pope,Georgia,10,759,22355,8733,2356,1333,.424,.365,.814,29.5,11.5,3.1,1.8,39.1,.084,-0.8,6.6,2013
8,9,9,MIN,Trey Burke,Michigan,9,498,10401,4792,878,1522,.410,.345,.810,20.9,9.6,1.8,3.1,12.9,.060,-1.3,1.7,2013
9,10,10,POR,CJ McCollum,Lehigh,10,665,21273,12909,2369,2473,.453,.395,.804,32.0,19.4,3.6,3.7,44.6,.101,1.3,17.5,2013
10,11,11,PHI,Michael Carter-Williams,Syracuse,9,395,9942,4040,1718,1708,.402,.256,.705,25.2,10.2,4.3,4.3,6.6,.032,-1.2,1.8,2013
11,12,12,OKC,Steven Adams,Pitt,10,706,18944,6518,5788,1079,.587,.067,.536,26.8,9.2,8.2,1.5,59.3,.150,0.5,12.1,2013
12,13,13,DAL,Kelly Olynyk,Gonzaga,10,678,15350,6993,3507,1500,.478,.368,.794,22.6,10.3,5.2,2.2,39.6,.124,0.9,11.0,2013
13,14,14,UTA,Shabazz Muhammad,UCLA,5,278,4772,2504,770,151,.473,.319,.751,17.2,9.0,2.8,0.5,8.5,.085,-2.0,0.0,2013
14,15,15,MIL,Giannis Antetokounmpo,,10,719,23378,16280,6891,3379,.537,.287,.708,32.5,22.6,9.6,4.7,96.1,.197,6.2,48.6,2013
15,16,16,BOS,Lucas Nogueira,,4,141,1754,446,388,72,.632,.265,.640,12.4,3.2,2.8,0.5,6.0,.165,2.3,1.9,2013
16,17,17,ATL,Dennis Schröder,,10,687,18433,9636,1994,3205,.434,.337,.836,26.8,14.0,2.9,4.7,26.2,.068,-1.4,3.0,2013
17,18,18,ATL,Shane Larkin,Miami (FL),4,256,4880,1399,490,737,.422,.336,.777,19.1,5.5,1.9,2.9,4.4,.044,-2.4,-0.6,2013
18,19,19,CLE,Sergey Karasev,,3,95,1110,287,140,87,.395,.282,.842,11.7,3.0,1.5,0.9,0.8,.036,-3.4,-0.4,2013
19,20,20,CHI,Tony Snell,New Mexico,9,601,13093,3672,1371,669,.431,.394,.846,21.8,6.1,2.3,1.1,18.5,.068,-2.0,-0.1,2013
20,21,21,UTA,Gorgui Dieng,Louisville,10,628,12625,4591,3534,837,.496,.355,.791,20.1,7.3,5.6,1.3,30.7,.117,0.2,7.1,2013
21,22,22,BRK,Mason Plumlee,Duke,10,740,16823,6341,5078,1856,.595,.049,.567,22.7,8.6,6.9,2.5,52.1,.149,1.4,14.4,2013
22,23,23,IND,Solomon Hill,Arizona,9,448,9652,2453,1399,662,.388,.331,.797,21.5,5.5,3.1,1.5,11.9,.059,-2.1,-0.3,2013
23,24,24,NYK,Tim Hardaway Jr.,Michigan,10,657,17989,9168,1901,1224,.420,.361,.808,27.4,14.0,2.9,1.9,28.1,.075,-0.9,5.0,2013
24,25,25,LAC,Reggie Bullock,UNC,10,512,12139,3943,1378,632,.425,.384,.827,23.7,7.7,2.7,1.2,20.8,.082,-1.1,2.6,2013
25,26,26,MIN,Andre Roberson,Colorado,7,307,6801,1382,1230,265,.473,.253,.468,22.2,4.5,4.0,0.9,12.6,.089,-0.6,2.3,2013
26,27,27,DEN,Rudy Gobert,,10,681,20449,8531,7933,894,.654,.000,.639,30.0,12.5,11.6,1.3,94.4,.221,3.6,29.2,2013
27,28,28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,,2013
28,29,29,OKC,Archie Goodwin,Kentucky,4,165,2396,1040,331,206,.429,.236,.700,14.5,6.3,2.0,1.2,1.1,.022,-3.0,-0.6,2013
29,30,30,PHO,Nemanja Nedović,,1,24,142,26,15,13,.205,.167,.875,5.9,1.1,0.6,0.5,-0.4,-.132,-10.0,-0.3,2013
30,,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2013
31,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2013
32,31,31,CLE,Allen Crabbe,California,7,381,9125,3453,1073,434,.425,.387,.831,24.0,9.1,2.8,1.1,13.7,.072,-1.6,0.9,2013
33,32,32,OKC,Álex Abrines,,3,174,2777,924,248,88,.387,.368,.880,16.0,5.3,1.4,0.5,5.0,.086,-1.9,0.1,2013
34,33,33,CLE,Carrick Felix,Arizona State,1,7,38,19,6,4,.500,.400,.750,5.4,2.7,0.9,0.6,0.0,.057,-3.4,0.0,2013
35,34,34,HOU,Isaiah Canaan,Murray State,6,235,4799,1913,438,454,.371,.351,.836,20.4,8.1,1.9,1.9,4.3,.043,-2.4,-0.5,2013
36,35,35,PHI,Glen Rice Jr.,Georgia Tech,2,16,152,43,24,9,.269,.250,.692,9.5,2.7,1.5,0.6,-0.2,-.065,-6.6,-0.2,2013
37,36,36,SAC,Ray McCallum,Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.6,-0.4,2013
38,37,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,0.4,0.0,2013
39,38,38,WAS,Nate Wolters,South Dakota State,3,84,1575,461,185,209,.423,.261,.635,18.8,5.5,2.2,2.5,0.9,.028,-2.6,-0.2,2013
40,39,39,POR,Jeff Withey,Kansas,5,206,2072,666,518,64,.525,.143,.716,10.1,3.2,2.5,0.3,6.8,.157,0.5,1.3,2013
41,40,40,POR,Grant Jerrett,Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-10.8,-0.1,2013
42,41,41,MEM,Jamaal Franklin,San Diego State,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.9,-0.2,2013
43,42,42,PHI,Pierre Jackson,Baylor,1,8,84,35,9,19,.333,.273,.857,10.5,4.4,1.1,2.4,0.0,.021,-4.4,-0.1,2013
44,43,43,MIL,Ricky Ledo,Providence,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.6,-0.4,2013
45,44,44,DAL,Mike Muscala,Bucknell,10,495,7639,3049,1574,428,.457,.379,.838,15.4,6.2,3.2,0.9,19.1,.120,0.2,4.2,2013
46,45,45,POR,Marko Todorović,,,,,,,,,,,,,,,,,,,2013
47,46,46,UTA,Erick Green,Virginia Tech,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-4.0,-0.2,2013
48,47,47,ATL,Raul Neto,,8,435,6765,2470,658,913,.458,.361,.812,15.6,5.7,1.5,2.1,11.6,.082,-1.5,0.8,2013
49,48,48,LAL,Ryan Kelly,Duke,4,163,3125,981,504,215,.378,.316,.797,19.2,6.0,3.1,1.3,3.0,.046,-2.6,-0.5,2013
50,49,49,CHI,Erik Murphy,Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.6,-0.1,2013
51,50,50,ATL,James Ennis III,Cal State Long Beach,8,395,8022,2629,1306,373,.457,.360,.797,20.3,6.7,3.3,0.9,16.2,.097,-1.5,0.9,2013
52,51,51,ORL,Romero Osby,Oklahoma,,,,,,,,,,,,,,,,,,2013
53,52,52,MIN,Lorenzo Brown,NC State,5,103,1185,293,151,183,.364,.170,.707,11.5,2.8,1.5,1.8,-0.2,-.007,-3.5,-0.5,2013
54,53,53,IND,Colton Iverson,Colorado State,,,,,,,,,,,,,,,,,,2013
55,54,54,WAS,Arsalan Kazemi,Oregon,,,,,,,,,,,,,,,,,,2013
56,55,55,MEM,Joffrey Lauvergne,,4,208,2823,1159,789,180,.479,.285,.719,13.6,5.6,3.8,0.9,5.2,.089,-2.1,-0.1,2013
57,56,56,DET,Peyton Siva,Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-6.4,-0.2,2013
58,57,57,PHO,Alex Oriakhi,Missouri,,,,,,,,,,,,,,,,,,2013
59,58,58,SAS,Deshaun Thomas,Ohio State,,,,,,,,,,,,,,,,,,2013
60,59,59,MIN,Bojan Dubljević,,,,,,,,,,,,,,,,,,,2013
61,60,60,MEM,Jānis Timma,,,,,,,,,,,,,,,,,,,2013
0,1,1,CLE,Andrew Wiggins,Kansas,9,635,22125,12152,2835,1478,.449,.354,.720,34.8,19.1,4.5,2.3,26.3,.057,-1.5,3.0,2014
1,2,2,MIL,Jabari Parker,Duke,8,310,8535,4380,1703,610,.494,.326,.743,27.5,14.1,5.5,2.0,13.8,.078,-0.8,2.5,2014
2,3,3,PHI,Joel Embiid,Kansas,7,394,12524,10718,4402,1354,.501,.337,.819,31.8,27.2,11.2,3.4,56.0,.215,6.5,26.8,2014
3,4,4,ORL,Aaron Gordon,Arizona,9,596,17332,7996,3756,1516,.472,.325,.686,29.1,13.4,6.3,2.5,35.6,.098,0.2,9.4,2014
4,5,5,UTA,Dante Exum,,6,245,4545,1389,441,515,.407,.305,.764,18.6,5.7,1.8,2.1,3.1,.032,-3.3,-1.5,2014
5,6,6,BOS,Marcus Smart,Oklahoma State,9,581,17441,6141,2058,2700,.386,.323,.777,30.0,10.6,3.5,4.6,33.3,.092,-0.3,7.7,2014
6,7,7,LAL,Julius Randle,Kentucky,9,595,18882,11127,5581,2158,.470,.336,.745,31.7,18.7,9.4,3.6,39.5,.100,0.9,13.6,2014
7,8,8,SAC,Nik Stauskas,Michigan,6,343,6701,2290,691,515,.389,.354,.812,19.5,6.7,2.0,1.5,3.9,.028,-3.0,-1.7,2014
8,9,9,CHH,Noah Vonleh,Indiana,8,362,5854,1685,1790,264,.459,.307,.692,16.2,4.7,4.9,0.7,9.4,.077,-2.5,-0.7,2014
9,10,10,PHI,Elfrid Payton,Louisiana,8,500,13383,5036,2007,2868,.447,.287,.623,26.8,10.1,4.0,5.7,15.8,.057,-0.9,3.7,2014
10,11,11,DEN,Doug McDermott,Creighton,9,591,12326,5500,1375,587,.474,.410,.813,20.9,9.3,2.3,1.0,20.2,.079,-2.0,0.0,2014
11,12,12,ORL,Dario Šarić,,6,413,9771,4542,2293,773,.443,.360,.838,23.7,11.0,5.6,1.9,18.1,.089,-0.9,2.8,2014
12,13,13,MIN,Zach LaVine,UCLA,9,555,17987,11379,2221,2187,.465,.384,.833,32.4,20.5,4.0,3.9,30.8,.082,0.7,12.2,2014
13,14,14,PHO,T.J. Warren,NC State,8,374,10240,5456,1493,437,.506,.354,.780,27.4,14.6,4.0,1.2,20.8,.097,-0.3,4.2,2014
14,15,15,ATL,Adreian Payne,Michigan State,4,107,1403,429,315,66,.406,.254,.680,13.1,4.0,2.9,0.6,-0.6,-.019,-5.9,-1.4,2014
15,16,16,CHI,Jusuf Nurkić,,9,463,11206,5709,3984,1052,.502,.292,.671,24.2,12.3,8.6,2.3,26.0,.111,0.4,6.8,2014
16,17,17,BOS,James Young,Kentucky,4,95,812,219,96,28,.367,.277,.563,8.5,2.3,1.0,0.3,0.8,.046,-3.4,-0.3,2014
17,18,18,PHO,Tyler Ennis,Syracuse,4,186,2336,779,250,359,.419,.317,.768,12.6,4.2,1.3,1.9,1.3,.026,-3.4,-0.8,2014
18,19,19,CHI,Gary Harris,Michigan State,9,516,14657,5923,1260,1024,.448,.370,.815,28.4,11.5,2.4,2.0,23.1,.076,-1.3,2.5,2014
19,20,20,TOR,Bruno Caboclo,,7,105,1293,442,268,72,.403,.308,.836,12.3,4.2,2.6,0.7,1.5,.054,-2.7,-0.2,2014
20,21,21,OKC,Mitch McGary,Michigan,2,52,557,227,183,17,.527,.000,.580,10.7,4.4,3.5,0.3,1.3,.108,-2.6,-0.1,2014
21,22,22,MEM,Jordan Adams,UCLA,2,32,263,101,30,19,.402,.385,.607,8.2,3.2,0.9,0.6,0.4,.070,1.7,0.2,2014
22,23,23,UTA,Rodney Hood,Duke,8,448,10977,4656,1160,736,.420,.366,.841,24.5,10.4,2.6,1.6,17.4,.076,-1.2,2.2,2014
23,24,24,CHH,Shabazz Napier,UConn,6,345,5986,2433,657,849,.397,.345,.815,17.4,7.1,1.9,2.5,8.1,.065,-0.7,2.0,2014
24,25,25,HOU,Clint Capela,,9,536,14344,6630,5740,523,.627,.000,.533,26.8,12.4,10.7,1.0,60.1,.201,2.1,14.7,2014
25,26,26,MIA,P.J. Hairston,UNC,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0,2014
26,27,27,PHO,Bogdan Bogdanović,,6,370,10549,5257,1248,1223,.440,.387,.823,28.5,14.2,3.4,3.3,19.0,.086,0.4,6.5,2014
27,28,28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,.370,.333,.813,5.7,2.0,0.5,0.5,0.1,.007,-4.3,-0.2,2014
28,29,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,.346,.312,.240,14.1,2.5,2.4,0.3,0.7,.030,-3.5,-0.4,2014
29,30,30,SAS,Kyle Anderson,UCLA,9,574,12540,4013,2588,1502,.481,.345,.715,21.8,7.0,4.5,2.6,32.1,.123,1.9,12.2,2014
30,,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2014
31,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2014
32,31,31,MIL,Damien Inglis,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-5.6,-0.1,2014
33,32,32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,.412,.290,.776,14.1,5.3,2.2,0.6,1.3,.030,-2.8,-0.4,2014
